## [iView]
Converted from: NA
Date: NA
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	13712                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
Subject: NA
## Description:	description info                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	800	600
## Calibration Point 0:	Position(400;300)
## Calibration Point 1:	Position(200;30)
## Calibration Point 2:	Position(760;150)
## Calibration Point 3:	Position(600;570)
## Calibration Point 4:	Position(40;450)
## [Geometry]
## Stimulus Dimension [mm]:	321	240
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1023401-1517//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
2132432083	SMP	1	1400.26	497.27	1165.09	482.77	22.32	22.32	4.90	23.05	23.05	5.13	1397.36	499.30	1403.81	499.34	1165.15	485.87	1171.35	485.87	610.65	490.09	584.75	419.13	0	1	1	2	-1	-1	-13.07	59.59	722.14	40.95	63.95	736.95	0.03	0.01	-1.00	0.10	0.06	-0.99	0		
2132448712	SMP	1	1400.26	497.15	1164.98	482.91	22.48	22.48	4.90	23.08	23.08	5.13	1397.32	499.31	1403.78	499.34	1165.12	485.90	1171.35	485.90	610.53	486.58	585.38	420.07	0	1	1	2	-1	-1	-13.06	59.58	722.04	40.92	63.90	736.42	0.03	0.02	-1.00	0.10	0.06	-0.99	0		
2132465398	SMP	1	1400.37	497.21	1164.98	483.15	22.42	22.42	4.89	23.09	23.09	5.13	1397.32	499.35	1403.77	499.39	1165.07	485.96	1171.32	486.04	609.00	487.55	584.07	423.17	0	1	1	2	-1	-1	-13.06	59.57	722.06	40.90	63.82	735.79	0.03	0.02	-1.00	0.10	0.05	-0.99	0		
2132482026	SMP	1	1400.30	497.31	1164.96	483.12	22.35	22.35	4.88	23.41	23.41	5.14	1397.25	499.35	1403.68	499.40	1165.03	485.98	1171.35	486.13	609.86	490.27	583.84	423.01	0	1	1	2	-1	-1	-13.04	59.57	722.15	40.84	63.72	734.75	0.03	0.01	-1.00	0.10	0.05	-0.99	0		
2132498699	SMP	1	1400.34	497.34	1165.22	483.33	22.67	22.67	4.89	23.28	23.28	5.14	1397.26	499.41	1403.70	499.47	1165.09	486.12	1171.39	486.25	609.76	491.22	578.97	426.84	0	1	1	2	-1	-1	-13.05	59.56	722.18	40.81	63.65	734.32	0.02	0.02	-1.00	0.09	0.05	-0.99	0		
2132515343	SMP	1	1400.32	497.43	1164.66	483.02	22.45	22.45	4.89	23.23	23.23	5.14	1397.30	499.47	1403.76	499.53	1165.17	486.18	1171.31	486.25	611.11	492.92	595.74	417.44	0	1	1	2	-1	-1	-13.05	59.53	721.96	40.85	63.71	735.08	0.03	0.01	-1.00	0.12	0.07	-0.99	0		
2132532019	SMP	1	1400.35	497.61	1164.86	483.10	22.54	22.54	4.89	23.57	23.57	5.16	1397.44	499.64	1403.79	499.65	1165.24	486.26	1171.32	486.28	611.61	494.93	592.08	415.33	0	1	1	2	-1	-1	-13.08	59.53	722.40	40.88	63.76	735.80	0.03	0.01	-1.00	0.11	0.06	-0.99	0		
2132548666	SMP	1	1400.65	497.57	1165.05	483.37	22.62	22.62	4.90	23.12	23.12	5.15	1397.47	499.72	1403.81	499.74	1165.25	486.25	1171.36	486.29	606.86	494.54	584.69	424.16	0	1	1	2	-1	-1	-13.10	59.55	722.88	40.88	63.77	735.94	0.02	0.02	-1.00	0.10	0.05	-0.99	0		
2132565338	SMP	1	1400.48	497.55	1164.90	483.21	22.43	22.43	4.89	23.14	23.14	5.15	1397.49	499.53	1403.85	499.73	1165.28	486.26	1171.35	486.27	609.32	495.80	591.27	418.66	0	1	1	2	-1	-1	-13.11	59.59	723.09	40.91	63.83	736.58	0.03	0.02	-1.00	0.11	0.06	-0.99	0		
2132581985	SMP	1	1400.53	497.23	1165.15	483.36	22.33	22.33	4.89	23.23	23.23	5.15	1397.38	499.37	1403.80	499.53	1165.26	486.17	1171.43	486.22	605.03	493.57	584.55	425.42	0	1	1	2	-1	-1	-13.08	59.62	722.88	40.89	63.81	736.21	0.02	0.02	-1.00	0.10	0.05	-0.99	0		
2132598659	SMP	1	1400.18	497.01	1165.03	483.18	22.73	22.73	4.90	23.22	23.22	5.15	1397.30	499.25	1403.65	499.43	1165.07	485.91	1171.33	485.98	608.53	490.29	582.03	430.30	0	1	1	2	-1	-1	-13.06	59.67	723.19	40.87	63.79	735.29	0.03	0.03	-1.00	0.10	0.05	-0.99	0		
2132615306	SMP	1	1400.52	497.00	1164.75	482.98	22.58	22.58	4.90	23.41	23.41	5.15	1397.16	499.17	1403.50	499.35	1164.94	485.84	1171.23	485.78	593.68	488.82	587.78	430.90	0	1	1	2	-1	-1	-13.04	59.71	723.52	40.85	63.75	734.49	0.01	0.02	-1.00	0.10	0.05	-0.99	0		
2132631980	SMP	1	1400.11	496.90	1164.74	482.97	22.59	22.59	4.90	23.39	23.39	5.16	1397.08	499.12	1403.46	499.28	1164.86	485.82	1171.16	485.74	603.29	486.78	585.48	433.20	0	1	1	2	-1	-1	-13.02	59.73	723.53	40.84	63.71	733.89	0.02	0.03	-1.00	0.10	0.05	-0.99	0		
2132648632	SMP	1	1400.04	496.71	1164.61	482.96	22.61	22.61	4.91	23.64	23.64	5.17	1397.03	499.16	1403.41	499.27	1164.74	485.85	1171.10	485.86	603.61	476.66	587.31	431.19	0	1	1	2	-1	-1	-13.02	59.74	723.73	40.79	63.59	732.72	0.03	0.04	-1.00	0.10	0.05	-0.99	0		
2132665305	SMP	1	1400.22	496.81	1164.51	482.96	22.45	22.45	4.90	23.60	23.60	5.18	1397.03	499.19	1403.44	499.29	1164.68	486.01	1171.06	486.14	598.50	475.80	589.57	422.37	0	1	1	2	-1	-1	-13.02	59.73	723.68	40.74	63.44	731.57	0.02	0.03	-1.00	0.11	0.06	-0.99	0		
2132681953	SMP	1	1400.04	496.92	1164.76	483.10	22.53	22.53	4.90	23.61	23.61	5.18	1397.05	499.26	1403.47	499.38	1164.67	486.22	1171.13	486.26	603.90	474.72	584.78	420.48	0	1	1	2	-1	-1	-13.02	59.71	723.68	40.62	63.23	729.61	0.03	0.03	-1.00	0.09	0.06	-0.99	0		
2132698620	SMP	1	1400.14	497.09	1164.78	483.58	22.72	22.72	4.91	23.89	23.89	5.19	1397.12	499.33	1403.52	499.43	1164.69	486.34	1171.24	486.37	602.88	476.52	582.62	435.78	0	1	1	2	-1	-1	-13.04	59.71	723.81	40.45	62.96	726.86	0.03	0.02	-1.00	0.10	0.04	-0.99	0		
2132715273	SMP	1	1401.32	496.76	1165.85	483.04	22.72	22.72	4.92	23.44	23.44	5.18	1397.66	499.29	1404.01	499.31	1165.35	486.19	1171.51	486.22	562.49	466.11	533.01	422.93	0	1	1	2	-1	-1	-13.17	59.76	724.19	40.59	63.37	731.19	0.00	0.04	-1.00	0.07	0.06	-1.00	0		
2132731946	SMP	1	1402.07	495.96	1166.75	482.21	22.46	22.46	4.91	23.63	23.63	5.19	1398.14	499.03	1404.43	499.00	1165.98	485.82	1172.28	485.80	525.26	409.61	511.44	390.24	0	1	1	2	-1	-1	-13.28	59.88	724.81	40.33	63.31	729.41	-0.02	0.06	-1.00	0.06	0.08	-0.99	0		
2132748593	SMP	1	1401.96	496.06	1166.65	482.24	22.47	22.47	4.91	23.83	23.83	5.19	1398.11	499.02	1404.39	499.01	1165.89	485.72	1172.24	485.67	526.40	415.25	509.10	397.54	0	1	1	2	-1	-1	-13.28	59.93	725.44	40.29	63.26	728.49	-0.02	0.06	-1.00	0.06	0.08	-1.00	0		
2132765264	SMP	1	1402.35	495.97	1166.45	481.75	22.56	22.56	4.92	23.55	23.55	5.19	1398.06	498.84	1404.41	498.87	1165.71	485.46	1172.16	485.50	498.25	417.75	511.83	374.03	0	1	1	2	-1	-1	-13.28	59.98	725.58	40.22	63.14	726.59	-0.03	0.05	-1.00	0.06	0.09	-0.99	0		
2132781916	SMP	1	1402.06	495.86	1166.27	481.94	22.54	22.54	4.92	23.89	23.89	5.19	1397.94	498.57	1404.32	498.55	1165.60	485.34	1172.01	485.40	506.94	436.26	512.52	394.23	0	1	1	2	-1	-1	-13.26	60.05	725.60	40.22	63.13	726.13	-0.03	0.04	-1.00	0.07	0.07	-1.00	0		
2132798586	SMP	1	1401.96	495.67	1166.09	481.78	22.42	22.42	4.91	23.53	23.53	5.19	1397.94	498.46	1404.30	498.41	1165.49	485.30	1171.89	485.34	510.01	428.79	515.64	384.58	0	1	1	2	-1	-1	-13.26	60.08	725.63	40.22	63.10	725.63	-0.02	0.05	-1.00	0.07	0.08	-0.99	0		
2132815239	SMP	1	1402.13	495.59	1166.25	481.79	22.39	22.39	4.91	23.61	23.61	5.18	1397.96	498.51	1404.34	498.45	1165.51	485.33	1171.93	485.36	503.37	418.84	512.12	383.49	0	1	1	2	-1	-1	-13.26	60.06	725.50	40.17	63.02	724.79	-0.03	0.05	-1.00	0.06	0.08	-0.99	0		
2132831904	SMP	1	1402.15	495.72	1166.22	481.85	22.38	22.38	4.90	23.67	23.67	5.18	1398.02	498.78	1404.44	498.79	1165.54	485.42	1172.03	485.47	504.57	409.78	513.98	380.78	0	1	1	2	-1	-1	-13.28	59.96	725.24	40.08	62.88	723.47	-0.03	0.06	-1.00	0.07	0.08	-0.99	0		
2132848560	SMP	1	1402.22	496.16	1166.37	482.22	22.50	22.50	4.90	23.63	23.63	5.17	1398.16	498.98	1404.47	498.91	1165.68	485.68	1172.10	485.64	504.73	419.64	513.05	385.74	0	1	1	2	-1	-1	-13.30	59.96	725.67	40.05	62.82	723.32	-0.02	0.05	-1.00	0.06	0.07	-1.00	0		
2132865224	SMP	1	1402.11	496.11	1166.39	482.33	22.37	22.37	4.90	23.74	23.74	5.17	1398.17	499.14	1404.55	499.14	1165.80	485.88	1172.19	485.92	510.01	410.34	514.48	380.26	0	1	1	2	-1	-1	-13.31	59.91	725.51	40.02	62.75	723.22	-0.02	0.06	-1.00	0.07	0.08	-0.99	0		
2132881874	SMP	1	1402.37	496.24	1166.56	482.37	22.50	22.50	4.90	23.90	23.90	5.18	1398.25	499.19	1404.64	499.22	1165.88	485.96	1172.20	486.05	504.84	411.27	512.85	378.30	0	1	1	2	-1	-1	-13.33	59.88	725.36	40.03	62.76	723.63	-0.03	0.06	-1.00	0.06	0.08	-0.99	0		
2132898543	SMP	1	1402.30	495.99	1166.47	482.38	22.27	22.27	4.89	23.64	23.64	5.18	1398.29	499.16	1404.64	499.18	1165.91	485.89	1172.22	485.90	506.00	403.58	513.63	379.27	0	1	1	2	-1	-1	-13.33	59.89	725.47	40.04	62.81	723.88	-0.02	0.07	-1.00	0.07	0.08	-0.99	0		
2132915194	SMP	1	1402.21	496.08	1166.55	482.09	22.39	22.39	4.89	23.38	23.38	5.16	1398.21	499.03	1404.60	499.00	1165.81	485.69	1172.17	485.63	506.43	410.16	512.95	379.41	0	1	1	2	-1	-1	-13.32	59.92	725.34	40.05	62.86	723.88	-0.02	0.06	-1.00	0.06	0.08	-0.99	0		
2132931868	SMP	1	1402.26	495.66	1166.39	481.91	22.35	22.35	4.89	23.41	23.41	5.15	1398.09	498.80	1404.53	498.75	1165.60	485.43	1172.16	485.49	503.02	404.10	513.52	379.60	0	1	1	2	-1	-1	-13.29	59.95	724.99	39.99	62.78	722.35	-0.03	0.06	-1.00	0.06	0.08	-0.99	0		
2132948511	SMP	1	1402.12	495.80	1166.06	481.60	22.10	22.10	4.88	23.18	23.18	5.13	1398.00	498.54	1404.41	498.52	1165.51	485.34	1171.93	485.36	504.34	416.34	515.85	377.33	0	1	1	2	-1	-1	-13.26	59.99	724.90	40.06	62.85	722.85	-0.03	0.05	-1.00	0.07	0.09	-0.99	0		
2132965186	SMP	1	1401.82	495.57	1166.17	481.91	22.34	22.34	4.88	23.38	23.38	5.13	1397.92	498.49	1404.34	498.42	1165.48	485.33	1171.83	485.35	508.48	410.99	513.91	380.83	0	1	1	2	-1	-1	-13.24	59.99	724.62	40.11	62.90	723.46	-0.01	0.05	-1.00	0.06	0.07	-1.00	0		
2132981834	SMP	1	1402.00	495.69	1166.32	481.86	22.04	22.04	4.86	23.57	23.57	5.13	1397.93	498.66	1404.40	498.57	1165.44	485.38	1171.88	485.41	506.87	409.14	510.54	380.29	0	1	1	2	-1	-1	-13.24	59.90	724.02	40.06	62.82	722.72	-0.02	0.05	-1.00	0.06	0.08	-1.00	0		
2132998506	SMP	1	1401.98	495.98	1166.13	482.04	22.32	22.32	4.86	23.65	23.65	5.13	1398.04	498.85	1404.38	498.85	1165.54	485.45	1171.95	485.47	509.06	411.06	514.08	383.05	0	1	1	2	-1	-1	-13.25	59.86	724.17	40.04	62.80	722.62	-0.02	0.05	-1.00	0.07	0.07	-0.99	0		
2133015157	SMP	1	1402.07	496.02	1166.43	482.29	22.20	22.20	4.86	23.34	23.34	5.12	1398.17	499.02	1404.48	498.93	1165.71	485.67	1172.13	485.67	510.75	410.27	511.90	385.78	0	1	1	2	-1	-1	-13.28	59.85	724.35	39.99	62.73	722.37	-0.02	0.06	-1.00	0.06	0.07	-1.00	0		
2133031825	SMP	1	1402.26	495.99	1166.39	482.53	22.12	22.12	4.85	23.42	23.42	5.12	1398.18	499.08	1404.55	499.11	1165.83	485.86	1172.19	485.86	509.16	404.72	513.99	388.19	0	1	1	2	-1	-1	-13.29	59.82	724.30	39.99	62.72	722.76	-0.02	0.06	-1.00	0.07	0.07	-1.00	0		
2133048470	SMP	1	1402.25	496.10	1166.56	482.17	22.03	22.03	4.84	23.56	23.56	5.12	1398.20	499.04	1404.56	499.04	1165.87	485.83	1172.21	485.85	508.43	408.94	511.93	380.78	0	1	1	2	-1	-1	-13.30	59.84	724.42	40.00	62.76	723.16	-0.02	0.06	-1.00	0.06	0.09	-0.99	0		
2133065142	SMP	1	1402.15	495.90	1166.58	482.12	22.16	22.16	4.84	23.49	23.49	5.12	1398.18	498.99	1404.55	498.93	1165.78	485.79	1172.18	485.72	510.18	405.89	510.44	381.34	0	1	1	2	-1	-1	-13.29	59.86	724.46	40.01	62.77	723.08	-0.02	0.06	-1.00	0.06	0.08	-0.99	0		
2133081790	SMP	1	1402.11	495.87	1166.30	482.28	21.95	21.95	4.83	23.47	23.47	5.12	1398.10	498.85	1404.47	498.85	1165.62	485.55	1172.11	485.55	509.86	408.46	511.49	392.12	0	1	1	2	-1	-1	-13.28	59.89	724.57	40.01	62.77	722.51	-0.02	0.06	-1.00	0.07	0.07	-1.00	0		
2133098464	SMP	1	1402.09	495.83	1166.38	482.07	22.10	22.10	4.83	23.17	23.17	5.11	1397.98	498.75	1404.40	498.74	1165.53	485.46	1171.98	485.50	508.32	409.88	508.74	390.65	0	1	1	2	-1	-1	-13.25	59.91	724.42	40.03	62.79	722.49	-0.02	0.05	-1.00	0.06	0.07	-1.00	0		
2133115113	SMP	1	1401.94	495.57	1166.21	481.89	21.98	21.98	4.82	23.22	23.22	5.10	1397.94	498.61	1404.36	498.53	1165.49	485.37	1171.90	485.42	510.10	409.59	509.90	388.56	0	1	1	2	-1	-1	-13.24	59.92	724.14	40.05	62.81	722.53	-0.02	0.06	-1.00	0.06	0.08	-1.00	0		
2133131787	SMP	1	1402.18	495.59	1166.38	481.69	21.88	21.88	4.81	23.29	23.29	5.09	1397.92	498.56	1404.33	498.48	1165.50	485.36	1171.85	485.40	506.04	409.19	505.61	383.67	0	1	1	2	-1	-1	-13.23	59.92	724.01	40.07	62.84	722.87	-0.03	0.05	-1.00	0.05	0.09	-0.99	0		
2133148431	SMP	1	1402.14	495.38	1166.35	481.91	22.27	22.27	4.82	22.93	22.93	5.07	1397.97	498.56	1404.38	498.40	1165.50	485.35	1171.91	485.39	505.30	406.16	505.00	389.40	0	1	1	2	-1	-1	-13.24	59.92	723.93	40.05	62.82	722.58	-0.03	0.06	-1.00	0.06	0.08	-1.00	0		
2133165102	SMP	1	1402.09	495.78	1166.33	482.19	21.70	21.70	4.80	22.92	22.92	5.06	1398.05	498.61	1404.48	498.58	1165.48	485.35	1171.98	485.44	506.78	410.11	505.03	399.13	0	1	1	2	-1	-1	-13.26	59.88	723.68	40.00	62.75	721.82	-0.02	0.05	-1.00	0.06	0.06	-1.00	0		
2133181755	SMP	1	1403.77	496.05	1167.96	482.04	21.64	21.64	4.79	22.79	22.79	5.04	1398.80	498.72	1405.05	498.79	1166.46	485.42	1172.86	485.47	415.39	412.35	445.31	395.03	0	1	1	2	-1	-1	-13.42	59.91	724.54	39.80	62.75	722.04	-0.07	0.04	-1.00	0.03	0.07	-1.00	0		
2133198426	SMP	1	1404.14	495.79	1168.53	482.13	21.80	21.80	4.78	23.10	23.10	5.04	1399.17	498.55	1405.51	498.78	1166.95	485.44	1173.35	485.42	417.40	410.14	434.30	399.30	0	1	1	2	-1	-1	-13.52	59.95	724.72	39.70	62.78	722.27	-0.07	0.05	-1.00	0.02	0.07	-1.00	0		
2133215077	SMP	1	1404.21	495.78	1168.46	482.16	21.82	21.82	4.78	22.80	22.80	5.03	1399.19	498.58	1405.54	498.75	1166.95	485.46	1173.33	485.44	416.01	411.07	435.21	401.10	0	1	1	2	-1	-1	-13.53	59.97	724.94	39.71	62.79	722.48	-0.07	0.05	-1.00	0.03	0.07	-1.00	0		
2133231747	SMP	1	1404.36	495.75	1168.50	481.99	21.71	21.71	4.77	23.08	23.08	5.02	1399.23	498.70	1405.53	498.82	1166.90	485.50	1173.32	485.46	411.88	408.16	432.81	395.74	0	1	1	2	-1	-1	-13.54	59.98	725.43	39.71	62.77	722.33	-0.07	0.06	-1.00	0.02	0.08	-1.00	0		
2133248394	SMP	1	1404.34	495.94	1168.82	482.01	21.99	21.99	4.78	23.10	23.10	5.03	1399.23	498.86	1405.56	498.91	1166.94	485.52	1173.30	485.50	410.65	409.38	419.81	396.43	0	1	1	2	-1	-1	-13.55	59.99	725.79	39.73	62.79	722.62	-0.07	0.06	-1.00	0.01	0.08	-1.00	0		
2133265067	SMP	1	1404.46	496.06	1168.35	481.97	21.62	21.62	4.77	23.12	23.12	5.03	1399.23	498.89	1405.56	498.95	1166.92	485.54	1173.28	485.48	406.40	410.96	436.57	393.48	0	1	1	2	-1	-1	-13.56	59.99	725.91	39.74	62.81	722.89	-0.08	0.05	-1.00	0.03	0.08	-1.00	0		
2133281718	SMP	1	1404.45	495.99	1168.49	482.05	21.44	21.44	4.75	22.83	22.83	5.02	1399.25	498.84	1405.57	498.82	1166.86	485.46	1173.30	485.48	404.78	411.22	429.91	396.57	0	1	1	2	-1	-1	-13.56	60.02	726.11	39.74	62.81	722.69	-0.08	0.05	-1.00	0.02	0.07	-1.00	0		
2133298400	SMP	1	1404.45	495.74	1168.66	481.65	21.68	21.68	4.75	23.07	23.07	5.02	1399.17	498.70	1405.50	498.76	1166.88	485.40	1173.29	485.46	401.24	408.59	424.92	383.95	0	1	1	2	-1	-1	-13.55	60.06	726.29	39.74	62.81	722.67	-0.08	0.06	-0.99	0.01	0.09	-1.00	0		
2133315049	SMP	1	1404.13	495.73	1168.57	481.73	21.74	21.74	4.75	22.99	22.99	5.02	1399.12	498.68	1405.48	498.75	1166.76	485.38	1173.27	485.45	406.97	407.79	423.81	388.02	0	1	1	2	-1	-1	-13.54	60.07	726.29	39.71	62.75	721.95	-0.07	0.06	-1.00	0.01	0.09	-1.00	0		
2133331707	SMP	1	1404.17	495.66	1168.38	481.76	21.63	21.63	4.74	23.24	23.24	5.02	1399.07	498.72	1405.46	498.75	1166.62	485.41	1173.17	485.49	405.99	405.95	424.83	385.54	0	1	1	2	-1	-1	-13.53	60.05	726.09	39.69	62.68	721.14	-0.07	0.06	-1.00	0.02	0.09	-1.00	0		
2133348361	SMP	1	1404.26	495.71	1168.31	482.27	21.34	21.34	4.73	23.13	23.13	5.02	1399.07	498.71	1405.44	498.72	1166.61	485.44	1173.13	485.52	403.78	405.13	424.37	402.31	0	1	1	2	-1	-1	-13.53	60.05	726.06	39.68	62.64	720.79	-0.08	0.06	-1.00	0.02	0.06	-1.00	0		
2133365028	SMP	1	1404.32	495.87	1168.25	481.72	21.57	21.57	4.73	23.41	23.41	5.03	1399.16	498.78	1405.49	498.82	1166.67	485.46	1173.17	485.51	402.61	404.99	427.28	379.72	0	1	1	2	-1	-1	-13.55	60.05	726.30	39.65	62.60	720.43	-0.08	0.06	-1.00	0.02	0.09	-1.00	0		
2133381676	SMP	1	1404.60	496.11	1168.54	481.89	21.73	21.73	4.73	23.17	23.17	5.03	1399.28	498.90	1405.60	498.90	1166.83	485.59	1173.22	485.55	397.76	406.80	423.09	380.72	0	1	1	2	-1	-1	-13.58	60.05	726.57	39.64	62.61	720.74	-0.08	0.05	-1.00	0.02	0.09	-1.00	0		
2133398349	SMP	1	1404.83	496.14	1168.87	481.82	21.70	21.70	4.73	22.91	22.91	5.03	1399.64	499.11	1406.04	499.10	1167.37	485.62	1173.45	485.66	399.10	404.56	424.04	373.31	0	1	1	2	-1	-1	-13.67	59.98	726.34	39.77	62.93	724.63	-0.08	0.06	-1.00	0.02	0.09	-1.00	0		
